origin,destination,avg_flight_cost_inr
Jammu,Bathinda,4400
Jammu,Hyderabad,4100
Jammu,Amritsar,4300
Jammu,Ahmedabad,5200
Jammu,Indore,4700
Jammu,Chandigarh,5000
Jammu,Kolkata,4900
Jammu,Ranchi,4400
Jammu,Dehradun,5100
Jammu,Patna,4300
Dibrugarh,Kolkata,6500
Dibrugarh,Imphal,5600
Dibrugarh,Guwahati,6400
Dibrugarh,Agartala,6400
Dibrugarh,Passighat,6600
Dibrugarh,Bagdogra,7000
Dibrugarh,Delhi,6400
Dibrugarh,Dimapur,7200
Dibrugarh,Shillong,5600
Dibrugarh,Tezu,6600
Dibrugarh,Bengaluru,6200
Kanpur,Mumbai,3900
Kanpur,Bengaluru,2800
Kanpur,Delhi,3200
Kanpur,Kolkata,3100
Kanpur,Patna,2800
Kanpur,Gorakhpur,3500
Kanpur,Ahmedabad,2900
Kanpur,Hyderabad,3700
Aizwal,Imphal,2200
Aizwal,Kolkata,2500
Aizwal,Delhi,3000
Aizwal,Guwahati,3500
Aizwal,Silchar,3100
Aizwal,Shillong,3000
Aizwal,Agartala,2300
Bhopal,Delhi,3000
Bhopal,Mumbai,2600
Bhopal,Raipur,2800
Bhopal,MIHAN,2000
Bhopal,Hyderabad,3700
Bhopal,Udaipur,2200
Bhopal,Agra,3600
Bhopal,Ahmedabad,3500
Bhopal,Jaipur,2700
Bhopal,Bengaluru,3500
Bhopal,Allahabad,2000
Bhopal,Chennai,4100
Bhopal,Jabalpur,3500
Bhopal,Pune,3700
Bhopal,Lucknow,3200
Bhopal,Kolkata,2400
Bhopal,Shirdi Airport,2300
Bhopal,Nagpur,2900
Tiruchirappalli,Hyderabad,2800
Tiruchirappalli,Kochi,3400
Tiruchirappalli,Mumbai,2400
Tiruchirappalli,Bengaluru,2400
Tiruchirappalli,Chennai,2500
Tiruchirappalli,Tirupati,2500
Jabalpur,Hyderabad,3600
Jabalpur,Delhi,2600
Jabalpur,Indore,2900
Jabalpur,Bilaspur,2400
Jabalpur,Mumbai,3100
Jabalpur,Bengaluru,2200
Jabalpur,Pune,3800
Jabalpur,Kolkata,2500
Jabalpur,Jaipur,2700
Jabalpur,Ahmedabad,3100
Jabalpur,Bhopal,3300
Nanded,Amritsar,2100
Nanded,Bengaluru,2400
Nanded,Hyderabad,3900
Nanded,Mumbai,3800
Nanded,MIHAN,3400
Nanded,Nagpur,3400
Rajkot,Delhi,3100
Rajkot,Mumbai,2500
Rajkot,Indore,3500
Rajkot,Goa,3000
Rajkot,Bengaluru,2600
Rajkot,Udaipur,2300
Rajkot,Hyderabad,3000
Tirupati,Kalaburgi (Gulbarga),2300
Tirupati,Belgaum,2200
Tirupati,Hyderabad,2800
Tirupati,Bengaluru,2700
Tirupati,Delhi,2400
Tirupati,Madurai,2200
Tirupati,Kolhapur,3700
Tirupati,Rajahmundry,3400
Tirupati,Visakhapatnam,2300
Tirupati,Mumbai,3200
Tirupati,Vijayawada,2900
Tirupati,Kochi,2300
Tirupati,Tiruchirappalli,3000
Tirupati,Hubli,2100
Tirupati,Coimbatore,3800
Shirdi,MIHAN,3200
Shirdi,Hyderabad,3300
Shirdi,Delhi,3100
Shirdi,Jaipur,2200
Shirdi,Bengaluru,2200
Shirdi,Chennai,3700
Shirdi,Vijayawada,2600
Shirdi,Indore,3400
Shirdi,Mumbai,3600
Shirdi,Nagpur,2300
Shirdi,Bhopal,3400
Vidyanagar,Bengaluru,2900
Vidyanagar,Hyderabad,3900
Pondicherry,Hyderabad,2900
Pondicherry,Bengaluru,3100
Rajahmundry,Hyderabad,3300
Rajahmundry,Visakhapatnam,3600
Rajahmundry,Bengaluru,2100
Rajahmundry,Tirupati,2800
Rajahmundry,Chennai,3700
Rajahmundry,Delhi,3400
Vijayawada,Delhi,3200
Vijayawada,Mumbai,3200
Vijayawada,Hyderabad,3500
Vijayawada,Bengaluru,2600
Vijayawada,Kadapa,2700
Vijayawada,Visakhapatnam,3300
Vijayawada,Chennai,2500
Vijayawada,Tirupati,3400
Vijayawada,Shirdi Airport,3100
Tuticorin,Bengaluru,3100
Tuticorin,Chennai,3600
Bhavnagar,Mumbai,3300
Bhavnagar,Delhi,3500
Bhavnagar,Pune,3300
Mysore,Chennai,3300
Mysore,Hubli,3000
Mysore,Belgaum,2300
Mysore,Kochi,2600
Mysore,Bengaluru,3000
Mysore,Hyderabad,3400
Mysore,Mangalore,2600
Mysore,Goa,3600
Hubli,Mangalore,3200
Hubli,Mumbai,2800
Hubli,Tirupati,2800
Hubli,Kannur International Airport,3500
Hubli,Ahmedabad,3100
Hubli,Bengaluru,2000
Hubli,Pune,2600
Hubli,Chennai,3300
Hubli,Hyderabad,4000
Hubli,Delhi,3800
Hubli,Goa,3400
Hubli,Kochi,3000
Hubli,Mysore,2100
Gwalior,Jammu,4800
Gwalior,Bengaluru,2900
Gwalior,Delhi,3000
Gwalior,Mumbai,3800
Gwalior,Indore,2900
Gwalior,Ahmedabad,3800
Gwalior,Hyderabad,2600
Gwalior,Kolkata,3000
Jamnagar,Mumbai,3900
Jamnagar,Bengaluru,2400
Jamnagar,Hyderabad,3600
Jamnagar,Surat,3300
Cooch-Behar,Kolkata,3000
Pithoragarh,Dehradun,3100
Pithoragarh,Pantnagar,2900
Pantnagar,Dehradun,2800
Pantnagar,Delhi,4000
Pantnagar,Lucknow,3900
Pantnagar,Jaipur,3400
Pantnagar,Pithoragarh,2600
Pantnagar,Varanasi,3500
Agatti,Kochi,7200
Agatti,Bengaluru,5600
Bathinda,Delhi,2600
Bathinda,Jammu,5200
Kangra,Delhi,3800
Kangra,Shimla,6500
Kangra,Chandigarh,2900
Kangra,Jaipur,2700
Pakyong,Delhi,4100
Pakyong,Kolkata,3000
Pakyong,Guwahati,2900
Passighat,Guwahati,3600
Passighat,Lilabari,6000
Passighat,Tezpur,2100
Passighat,Shillong,2900
Passighat,Dibrugarh,6000
Tezu,Imphal,6800
Tezu,Guwahati,6600
Tezu,Jorhat,6100
Tezu,Dibrugarh,6800
Tezpur,Lilabari,7100
Tezpur,Guwahati,2300
Tezpur,Kolkata,2500
Tezpur,Passighat,3000
Salem,Kochi,2300
Salem,Bengaluru,3500
Salem,Chennai,3800
Salem,Hyderabad,3600
Shimla,Delhi,6700
Shimla,Kullu,6300
Shimla,Kangra,6300
Shimla,Amritsar,5900
Thiruvananthapuram,Kannur International Airport,2900
Thiruvananthapuram,Bengaluru,3400
Thiruvananthapuram,Delhi,3000
Thiruvananthapuram,Kochi,3000
Thiruvananthapuram,Mumbai,2600
Thiruvananthapuram,Chennai,3200
Thiruvananthapuram,Hyderabad,2800
Thiruvananthapuram,Pune,3000
Thiruvananthapuram,Ahmedabad,3500
Patna,Ranchi,2700
Patna,Chandigarh,2400
Patna,Pune,3100
Patna,Guwahati,2900
Patna,Chennai,3600
Patna,Kolkata,3900
Patna,Delhi,2900
Patna,Varanasi,2500
Patna,Mumbai,3400
Patna,Ahmedabad,3000
Patna,Bengaluru,2300
Patna,Surat,2800
Patna,Jammu,4100
Patna,Hyderabad,2600
Patna,Lucknow,3200
Patna,Bhubaneswar,3000
Patna,Amritsar,3500
Patna,Jaipur,3100
Patna,MIHAN,2300
Patna,Allahabad,3600
Patna,Nagpur,2900
Udaipur,Delhi,3700
Udaipur,Mumbai,3200
Udaipur,Bengaluru,2700
Udaipur,Hyderabad,2600
Udaipur,Jaipur,3000
Udaipur,Indore,3000
Udaipur,Jaisalmer,2000
Udaipur,Kolkata,2700
Udaipur,Varanasi,2500
Udaipur,Bhopal,3000
Udaipur,Aurangabad,2500
Udaipur,Ahmedabad,2700
Udaipur,Surat,2300
Udaipur,Rajkot,2800
Udaipur,Chennai,2800
Udaipur,Jodhpur,2900
Goa,Hubli,3900
Goa,Rajkot,2900
Kolkata,Srinagar,4000
Kolkata,Bhubaneswar,3300
Kolkata,Cooch-Behar,2700
Kolkata,Kochi,2700
Kolkata,Amritsar,3800
Kolkata,Dehradun,3600
Kolkata,Visakhapatnam,2700
Kolkata,Kushinagar,2900
Kolkata,Gwalior,2700
Kolkata,Udaipur,2600
Kolkata,Pakyong,3600
Hyderabad,Thiruvananthapuram,2500
Hyderabad,Nagpur,4100
Hyderabad,MIHAN,3000
Hyderabad,Lucknow,3600
Hyderabad,Bagdogra,4300
Hyderabad,Gorakhpur,3300
Hyderabad,Dehradun,3200
Hyderabad,Port Blair,7000
Hyderabad,Kannur International Airport,3200
Hyderabad,Ranchi,3600
Hyderabad,Indore,4100
Hyderabad,Vadodara,3500
Hyderabad,Chandigarh,3200
Hyderabad,Hubli,3400
Hyderabad,Darbhanga,3800
Hyderabad,Jammu,5000
Hyderabad,Bhopal,2900
Hyderabad,Kadapa,3900
Hyderabad,Madurai,3500
Hyderabad,Kanpur,3400
Delhi,Thiruvananthapuram,4000
Delhi,Patna,3200
Delhi,Raipur,2500
Delhi,Udaipur,2400
Delhi,Chennai,3800
Delhi,Nagpur,3200
Delhi,MIHAN,2600
Delhi,Vijayawada,4000
Delhi,Tirupati,3400
Delhi,Pantnagar,3100
Delhi,Bagdogra,5200
Delhi,Lucknow,4100
Delhi,Port Blair,6000
Delhi,Ranchi,3900
Delhi,Indore,3300
Delhi,Chandigarh,2600
Delhi,Nasik,3900
Delhi,Gorakhpur,3100
Delhi,Jaipur,3000
Delhi,Allahabad,2500
Delhi,Gwalior,3600
Delhi,Jabalpur,2700
Delhi,Pathankot,2400
Delhi,Hyderabad,2900
Delhi,Jammu,4800
Delhi,Mangalore,3900
Delhi,Aurangabad,2700
Delhi,Leh,7200
Delhi,Imphal,3400
Delhi,Jodhpur,3700
Delhi,Jaisalmer,2800
Delhi,Kanpur,3200
Varanasi,Pune,2400
Lucknow,Kishangarh,3700
Kochi,Madurai,2500
Kochi,Jaipur,3200
Kochi,Guwahati,2500
Kochi,Coimbatore,2800
Kochi,Bhubaneswar,2600
Mumbai,Coimbatore,3200
Mumbai,Mangalore,3100
Mumbai,Belgaum,3900
Mumbai,Bagdogra,5500
Mumbai,Allahabad,3700
Mumbai,Kandla,4000
Mumbai,Aurangabad,3000
Mumbai,Madurai,2800
Mumbai,Gorakhpur,2600
Mumbai,Gwalior,3000
Mumbai,Guwahati,3100
Mumbai,Darbhanga,3500
Mumbai,Nagpur,3000
Mumbai,MIHAN,4100
Mumbai,Vijayawada,4100
Mumbai,Pune,3200
Mumbai,Jamnagar,2700
Mumbai,Indore,3700
Mumbai,Keshod,4100
Jaipur,Amritsar,2400
Jaipur,Khajuraho,4900
Jaipur,Goa,2600
Jaipur,Kangra,3500
Jaipur,Shirdi Airport,2800
Bengaluru,Jodhpur,3400
Bengaluru,Gorakhpur,2800
Bengaluru,Dehradun,2900
Bengaluru,Allahabad,3300
Bengaluru,Amritsar,3000
Bengaluru,Vadodara,3400
Bengaluru,Bhopal,2300
Bengaluru,Pune,2300
Bengaluru,Udaipur,3300
Bengaluru,Tirupati,2400
Bengaluru,Chennai,3200
Bengaluru,Surat,2100
Bengaluru,Tiruchirappalli,2500
Bengaluru,Srinagar,3500
Bengaluru,Vidyanagar,3100
Bengaluru,Thiruvananthapuram,3500
Bengaluru,Lucknow,2800
Bengaluru,Visakhapatnam,3600
Bengaluru,Pondicherry,3400
Bengaluru,Patna,2400
Bengaluru,Vijayawada,2000
Bengaluru,Shirdi Airport,3100
Bengaluru,Hubli,3300
Bengaluru,Jharsuguda,3300
Bengaluru,Agartala,3300
Bengaluru,Gwalior,2000
Bengaluru,Darbhanga,2100
Pune,Mumbai,2900
Pune,Amritsar,3000
Pune,Dehradun,3000
Pune,Visakhapatnam,3300
Pune,Raipur,3500
Ahmedabad,Guwahati,3800
Ahmedabad,Udaipur,2800
Ahmedabad,Thiruvananthapuram,2500
Ahmedabad,Nasik,3400
Ahmedabad,Kishangarh,3800
Ahmedabad,Jammu,5400
Ahmedabad,Gorakhpur,3900
Ahmedabad,Kanpur,2200
Ahmedabad,Jabalpur,3400
Ahmedabad,Keshod,3500
Guwahati,Amritsar,3600
Guwahati,Pakyong,3100
Chennai,Kannur International Airport,2700
Chennai,Ranchi,2500
Chennai,Raipur,3900
Chennai,Chandigarh,3000
Chennai,Hubli,2700
Chennai,Surat,3500
MIHAN,Kochi,2400
MIHAN,Belgaum,2000
Ranchi,Jammu,4000
Chandigarh,Jammu,5200
Chandigarh,Varanasi,2200
Jammu,Varanasi,4700
Jammu,Bengaluru,4600
Kolkata,Gaya,3900
Hyderabad,Vidyanagar,2500
Hyderabad,Kishangarh,3500
Hyderabad,Gwalior,4000
Hyderabad,Amritsar,4000
Delhi,Calicut,3500
Delhi,Hubli,2600
Lucknow,Srinagar,4000
Mumbai,Hubli,4000
Jaipur,Kochi,2900
Jaipur,Kullu,7100
Jaipur,Jabalpur,2700
Bengaluru,Varanasi,2100
Bengaluru,Nagpur,2800
Bengaluru,MIHAN,2700
Bengaluru,Kolhapur,2300
Bengaluru,Salem,3300
Bengaluru,Mysore,3100
Bengaluru,Rajkot,2400
Bengaluru,Rajahmundry,3400
Bengaluru,Raipur,2100
Bengaluru,Tuticorin,2500
Bengaluru,Agra,3200
Pune,Jodhpur,2600
Pune,Hubli,3800
Pune,Thiruvananthapuram,2600
Ahmedabad,Darbhanga,2400
Ahmedabad,Bikaner,3000
Ahmedabad,Vadodara,3500
Ahmedabad,Kannur International Airport,3400
Kolkata,Jabalpur,2700
Kolkata,Khajuraho,5600
Kolkata,Jodhpur,3700
Kolkata,Allahabad,3700
Hyderabad,Jamnagar,3700
Hyderabad,Pondicherry,3700
Hyderabad,Jaisalmer,3000
Delhi,Aizwal,3700
Bengaluru,Kanpur,3100
Bengaluru,Jabalpur,2500
Chennai,Udaipur,2500
Kolkata,Goa,2900
Hyderabad,Nasik,2900
Hyderabad,Agra,3400
Hyderabad,Allahabad,2600
Hyderabad,Agartala,3500
Delhi,Shimla,6200
Delhi,Rajkot,3900
Delhi,Shillong,3100
Mumbai,Jaisalmer,2500
Mumbai,Kushinagar,3000
Mumbai,Jharsuguda,2500
Bengaluru,Jamnagar,2500
Bengaluru,Aurangabad,3700
Bengaluru,Imphal,2600
Bengaluru,Jammu,3900
Ahmedabad,Coimbatore,4000
Delhi,Adampur,3800
Delhi,Pakyong,3700
Delhi,Shirdi Airport,2900
Delhi,Agartala,2400
Delhi,Kushinagar,2700
Delhi,Jharsuguda,2400
Delhi,Khajuraho,4300
Chennai,Bhopal,3500
Chennai,Amritsar,3000
Kolkata,Tezpur,3300
Hyderabad,Calicut,2800
Delhi,Bathinda,3600
Delhi,Kullu,7500
Delhi,Ludhiana,3100
Mumbai,Diu,2700
Bengaluru,Agatti,5800
Bengaluru,Jaisalmer,2100
Delhi,Madurai,3500
Delhi,Belgaum,3300
Delhi,Silchar,2400
Delhi,Jorhat,7600
Mumbai,Tiruchirappalli,3100
Delhi,Kandla,2400
Delhi,Bhavnagar,2800
Delhi,Kannur International Airport,3400
Bengaluru,Bidar,2700
Bengaluru,Nanded,2000
